"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"1133","8.2338140407510074E-1","1.2521956024685831E-27","1.9836467992430204E-2","-3.1379126633446756E-16","1.3262120871830843E-1","7.4560001622723624E-15","3.1709954207887798E+0","2.7456558984611243E+0","1.2170542077516611E+1","1.1142612197570800E+3","1.215058560962404E-2"
